No	Mchn	EnNo		Name		Mode	IOMd	DateTime
00001	1	00000509	          	1	0	2015/09/23  11:15
00002	1	00000417	          	1	0	2015/09/23  11:16
00003	1	00000463	          	1	0	2015/09/23  11:17
00004	1	00000591	          	1	0	2015/09/23  11:17
00005	1	00000567	          	1	0	2015/09/23  11:20
00006	1	00000360	          	1	0	2015/09/23  11:20
00007	1	00000311	          	1	0	2015/09/23  11:20
00008	1	00000553	          	1	0	2015/09/23  11:20
00009	1	00000442	          	1	0	2015/09/23  11:20
00010	1	00000441	          	1	0	2015/09/23  11:20
00011	1	00000434	          	1	0	2015/09/23  11:21
00012	1	00000549	          	1	0	2015/09/23  11:21
00013	1	00000569	          	1	0	2015/09/23  11:21
00014	1	00000545	          	1	0	2015/09/23  11:21
00015	1	00000568	          	1	0	2015/09/23  11:21
00016	1	00000115	          	1	0	2015/09/23  11:21
00017	1	00000226	          	1	0	2015/09/23  11:21
00018	1	00000132	          	1	0	2015/09/23  11:21
00019	1	00000573	          	1	0	2015/09/23  11:21
00020	1	00000617	          	1	0	2015/09/23  11:21
00021	1	00000616	          	1	0	2015/09/23  11:21
00022	1	00000613	          	1	0	2015/09/23  11:21
00023	1	00000526	          	1	0	2015/09/23  11:21
00024	1	00000620	          	1	0	2015/09/23  11:21
00025	1	00000392	          	1	0	2015/09/23  11:22
00026	1	00000433	          	1	0	2015/09/23  11:22
00027	1	00000499	          	1	0	2015/09/23  11:22
00028	1	00000450	          	1	0	2015/09/23  11:22
00029	1	00000326	          	1	0	2015/09/23  11:22
00030	1	00000449	          	1	0	2015/09/23  11:22
00031	1	00000314	          	1	0	2015/09/23  11:22
00032	1	00000611	          	1	0	2015/09/23  11:22
00033	1	00000297	          	1	0	2015/09/23  11:22
00034	1	00000614	          	1	0	2015/09/23  11:22
00035	1	00000325	          	1	0	2015/09/23  11:22
00036	1	00000615	          	1	0	2015/09/23  11:23
00037	1	00000470	          	1	0	2015/09/23  11:23
00038	1	00000503	          	1	0	2015/09/23  11:23
00039	1	00000468	          	1	0	2015/09/23  11:23
00040	1	00000502	          	1	0	2015/09/23  11:23
00041	1	00000504	          	1	0	2015/09/23  11:24
00042	1	00000505	          	1	0	2015/09/23  11:24
00043	1	00000572	          	1	0	2015/09/23  11:25
00044	1	00000498	          	1	0	2015/09/23  11:25
00045	1	00000501	          	1	0	2015/09/23  11:27
00046	1	00000491	          	1	0	2015/09/23  11:27
00047	1	00000598	          	1	0	2015/09/23  11:30
00048	1	00000604	          	1	0	2015/09/23  11:30
00049	1	00000605	          	1	0	2015/09/23  11:30
00050	1	00000600	          	1	0	2015/09/23  11:31
00051	1	00000601	          	1	0	2015/09/23  11:31
00052	1	00000602	          	1	0	2015/09/23  11:31
00053	1	00000603	          	1	0	2015/09/23  11:31
00054	1	00000599	          	1	0	2015/09/23  11:31
00055	1	00000464	          	1	0	2015/09/23  11:33
00056	1	00000134	          	1	0	2015/09/23  11:33
00057	1	00000426	          	1	0	2015/09/23  11:33
00058	1	00000523	          	1	0	2015/09/23  11:33
00059	1	00000306	          	1	0	2015/09/23  11:34
00060	1	00000269	          	1	0	2015/09/23  11:35
00061	1	00000052	          	1	0	2015/09/23  11:35
00062	1	00000127	          	1	0	2015/09/23  11:36
00063	1	00000137	          	1	0	2015/09/23  11:37
00064	1	00000562	          	1	0	2015/09/23  11:37
00065	1	00000184	          	1	0	2015/09/23  11:38
00066	1	00000554	          	1	0	2015/09/23  11:38
00067	1	00000559	          	1	0	2015/09/23  11:38
00068	1	00000558	          	1	0	2015/09/23  11:38
00069	1	00000086	          	1	0	2015/09/23  11:40
00070	1	00000111	          	1	0	2015/09/23  11:49
00071	1	00000049	          	1	0	2015/09/23  11:49
00072	1	00000050	          	1	0	2015/09/23  11:51
00073	1	00000443	          	1	0	2015/09/23  11:55
00074	1	00000578	          	1	0	2015/09/23  12:27
00075	1	00000296	          	1	0	2015/09/23  12:32
00076	1	00000471	          	1	0	2015/09/23  12:32
00077	1	00000234	          	1	0	2015/09/23  12:34
00078	1	00000330	          	1	0	2015/09/23  12:34
00079	1	00000090	          	1	0	2015/09/23  12:59
00080	1	00000464	          	1	0	2015/09/23  13:29
00081	1	00000542	          	1	0	2015/09/23  13:40
00082	1	00000332	          	1	0	2015/09/23  15:10
00083	1	00000542	          	1	0	2015/09/23  16:58
00084	1	00000578	          	1	0	2015/09/23  17:07
00085	1	00000421	          	1	0	2015/09/23  17:17
00086	1	00000398	          	1	0	2015/09/23  17:26
00087	1	00000315	          	1	0	2015/09/23  18:04
00088	1	00000214	          	1	0	2015/09/23  18:21
00089	1	00000238	          	1	0	2015/09/23  18:27
00090	1	00000465	          	1	0	2015/09/23  18:35
00091	1	00000225	          	1	0	2015/09/23  18:36
00092	1	00000041	          	1	0	2015/09/23  18:46
